name,categories,class
Mothais sur Feuille,"Zutaten,Ziegenkäsesorten,Weichkäsesorten,Käse aus Zentralfrankreich",Veggie
Mousse au Chocolat,Zutaten,Veggie
Mousseron,"Zutaten,Gewürze,Pilzsorten",Veggie
Mozart-Kugel,Zutaten,Veggie
Mozartlikör,Zutaten,Veggie
Mozzarella,"Zutaten,Kampanischer Käse,Filata-Käse,Käse der Marken und Abruzzen,Apulischer Käse,Salzlakenkäse",Veggie
Mühlviertler Speck,Zutaten,Veggie
Müller-Thurgau,"Zutaten,Schweizer Käse,Weißschimmelkäsesorten,Rotschmierkäsesorten,Schnittkäsesorten,Weichkäsesorten",Veggie
Multivitaminnektar,"Zutaten,Fruchtgetränke",Veggie
Multivitaminsaft,"Zutaten,Fruchtgetränke",Veggie
Multivitaminsirup,Zutaten,Veggie
Mungbohne,"Zutaten,Sprossenarten",Veggie
Munster,"Zutaten,Weichkäsesorten,Rotschmierkäsesorten,Käse aus Nordostfrankreich",Veggie
Mürbeteig,Zutaten,Veggie
Muschelgewürz,Zutaten,Veggie
Muschelnudel,"Zutaten,Nudelsorten",Veggie
Muskat,"Zutaten,Gewürze",Veggie
Muskatellersalbei,"Zutaten,Küchenkräuter",Veggie
Muskatgarbe,"Zutaten,Küchenkräuter",Veggie
Muskatkürbis,"Zutaten,Kürbissorten",Veggie
Muskatnussgeranie,"Zutaten,Küchenkräuter",Veggie
Müsli,Zutaten,Veggie
Mutschelmehl,Zutaten,Veggie
Mutschli,"Zutaten,Schweizer Käse,Schnittkäsesorten",Veggie
Myzithra,"Zutaten,Griechischer Käse",Veggie
Nackerte,"Zutaten,Brühwurstsorten",Fleisch
Nagelkaas,"Zutaten,Niederländischer Käse,Schnittkäsesorten",Veggie
Naglerner Kipfler,"Zutaten,Festkochend",Veggie
Nashi-Birne,Zutaten,Veggie
Natron,"Zutaten,Backtriebmittel",Veggie
Natronlauge,Zutaten,Veggie
Naturdarm,"Zutaten,Fleisch",Fleisch
Naturreis,"Zutaten,Reissorten",Veggie
Naturreis mit Wildreis,Zutaten,Veggie
Nektarine,"Zutaten,Steinobst",Veggie
Netzmelone,Zutaten,Veggie
Neuenburger Wurst,"Zutaten,Rohwurstsorten",Fleisch
Neufchâtel,"Zutaten,Weichkäsesorten,Weißschimmelkäsesorten,Käse aus der Normandie und der Bretagne",Veggie
Niboshi,Zutaten,Veggie
Nicola,"Zutaten,Festkochend,Vorwiegend festkochend",Veggie
Niederländisches Spekulatiusgewürz,Zutaten,Veggie
Nierenfett,"Zutaten,Innereien,Kalbfleischteile",Fleisch
Nierstück/Filet vom Lamm,"Zutaten,Fleisch",Fleisch
Niolo,"Zutaten,Weichkäsesorten,Schafskäsesorten,Käse aus Korsika",Veggie
Niški Sir,"Zutaten,Serbischer Käse",Veggie
Nitritpökelsalz,,Veggie
Nordseegarnele,"Zutaten,Bedrohte Fischarten,Krustentiere",Fisch
Nori,Zutaten,Veggie
Nougat,Zutaten,Veggie
Nova,"Zutaten,Festkochend",Veggie
Novita,"Zutaten,Salatsorten",Veggie
Nürnberger Rostbratwurst,"Zutaten,Brühwurstsorten",Fleisch
Nuss,Zutaten,Veggie
Nussbutter,Zutaten,Veggie
Nusslikör,"Zutaten,Nussliköre",Veggie
Nussstängeli,Zutaten,Veggie
Obatzter,Zutaten,Veggie
Oberösterreicher Weinbirne,"Zutaten,Birnensorte",Veggie
Oberschale,"Zutaten,Rindfleischteile,Schweinefleischteile",Fleisch
Oblate,Zutaten,Veggie
Obst,Zutaten,Veggie
Occhi di pernice,"Zutaten,Nudelsorten",Veggie
Ochsenbrust,"Zutaten,Rindfleischteile",Fleisch
Ochsenfleisch,"Zutaten,Rindfleischteile",Fleisch
Ohrwange,"Zutaten,Fleisch",Fleisch
"Okonomiyaki-Sauce, braun",Zutaten,Veggie
Okra,"Zutaten,Fruchtgemüse",Veggie
Old Amsterdam,"Zutaten,Niederländischer Käse,Schnittkäsesorten",Veggie
Old Dutch Master,"Zutaten,Niederländischer Käse,Schnittkäsesorten",Veggie
Olive,"Zutaten,Steinobst",Veggie
Olivenkraut,"Zutaten,Küchenkräuter",Veggie
Olivenlake,Zutaten,Veggie
Olivenöl,"Zutaten,Pflanzliche Öle",Veggie
Olivet à la sauge,"Zutaten,Weichkäsesorten,Käse aus Mittelfrankreich",Veggie
Olmützer Quargel,"Zutaten,Sauermilchkäse,Ungarischer Käse,Österreichischer Käse,Tschechischer Käse",Veggie
Ölsardine,Zutaten,Veggie
Opal,"Zutaten,Apfelsorten",Veggie
Orange,"Zutaten,Zitrusfrüchte",Veggie
Orange Bitter,Zutaten,Veggie
Orangeat,Zutaten,Veggie
Orangeback,Zutaten,Veggie
Orangen-Fruchtsaftgetränk,"Zutaten,Fruchtgetränke",Veggie
Orangen-Gewürzthymian,"Zutaten,Thymiane",Veggie
Orangen-Zitronen-Ingwer Marmelade,"Zutaten,Fertigmarmeladen",Veggie
Orangenabrieb,Zutaten,Veggie
Orangenaroma,"Zutaten,Lebensmittelzusatzstoff",Veggie
Orangenblüte,"Zutaten,Pflanzenauszüge",Veggie
Orangenmarmelade,"Zutaten,Fertigmarmeladen",Veggie
Orangennektar,"Zutaten,Fruchtgetränke",Veggie
Orangensaft,"Zutaten,Fruchtgetränke",Veggie
Orangensirup,Zutaten,Veggie
Orangenthymian,"Zutaten,Thymiane",Veggie
Orecchiette,"Zutaten,Nudelsorten",Veggie
Oregano,"Zutaten,Küchenkräuter",Veggie
Ossau-Iraty,"Zutaten,Schnittkäsesorten,Schafskäsesorten,Käse aus dem Baskenland",Veggie
Ossewit,Zutaten,Veggie
Österkron,"Zutaten,Österreichischer Käse,Blauschimmelkäsesorten,Weichkäsesorten,Steirischer Käse",Veggie
Osterschinken,"Zutaten,Fleisch",Fleisch
Oszczypek,"Zutaten,Hartkäsesorten,Polnischer Käse",Veggie
Ouzo,"Zutaten,Anisschnaps",Veggie
Packhams Triumph,"Zutaten,Birnensorte",Veggie
Paglia e Fieno,"Zutaten,Nudelsorten",Veggie
Pak Choi,"Zutaten,Kohlsorten,Salatsorten",Veggie
Palmherz,Zutaten,Veggie
Palmöl,"Zutaten,Pflanzliche Öle",Veggie
Pampelmuse,"Zutaten,Zitrusfrüchte",Veggie
Pancetta,Zutaten,Veggie
Pandanblätter,"Zutaten,Küchenkräuter",Veggie
Panettone,Zutaten,Veggie
Pangasius,"Zutaten,Fischarten",Fisch
Panhas,"Zutaten,Fleisch",Fleisch
Paniermehl,Zutaten,Veggie
Panko,Zutaten,Veggie
Papadam,Zutaten,Veggie
Papaya,"Zutaten,Beerenfrüchtesorten",Veggie
Papaya-Pfeffer,"Zutaten,Pfeffer und Pfefferartige,Alexander Herrmann",Veggie
Pappardelle,"Zutaten,Nudelsorten",Veggie
Paprika,"Zutaten,Fruchtgemüse",Veggie
Paprikacreme,Zutaten,Veggie
Paprikamark,Zutaten,Veggie
Paprikasalami,"Zutaten,Rohwurstsorten",Fleisch
Paranuss,"Zutaten,Gewürze,Kapselfrüchte",Veggie
Pardinalinse,"Zutaten,Linsensorten",Veggie
Parenica,"Zutaten,Ungarischer Käse,Schafskäsesorten,Salzlakenkäse",Veggie
Parfait Amour,Zutaten,Veggie
Parmaschinken,"Zutaten,Fleischerzeugnisse",Fleisch
Parmesan,"Zutaten,Hartkäsesorten,Käse aus Emilia-Romagna,Reibekäsesorten",Veggie
Passendale,"Zutaten,Belgischer Käse,Schnittkäsesorten",Veggie
Passionsfruchtnektar,"Zutaten,Fruchtgetränke",Veggie
Passionsfruchtsaft,"Zutaten,Fruchtgetränke",Veggie
Passum,"Zutaten,Wein,Antike römische Küche",Veggie
Pastete,Zutaten,Veggie
Pastinake,"Zutaten,Gemüsesorten",Veggie
Pastis,"Zutaten,Wikipedia,Anisschnaps",Veggie
Patisson,"Zutaten,Kürbissorten",Veggie
Patna-Reis,"Zutaten,Reissorten",Veggie
Patxaran,Zutaten,Veggie
Pavlaka,"Zutaten,Serbischer Käse",Veggie
Pazifik-Lachs,"Zutaten,Empfohlene Fischarten",Fisch
Pazifischer Pollack,"Zutaten,Fischarten",Fisch
Pecannuss,"Zutaten,Gewürze",Veggie
Pecorino,"Zutaten,Reibekäsesorten,Hartkäsesorten,Schafskäsesorten,Käse aus Molise und Basilikata,Kalabrischer Käse,Apulischer Käse,Käse aus Latium,Käse der Marken und Abruzzen,Sardischer Käse,Sizilianischer Käse,Toskanischer Käse",Veggie
Pektin,"Zutaten,Lebensmittelzusatzstoff",Veggie
Pélardon,"Zutaten,Weichkäsesorten,Ziegenkäsesorten,Käse aus Südfrankreich",Veggie
Penette Lisce,Zutaten,Veggie
Penne,"Zutaten,Nudelsorten",Veggie
Penne Lisce,"Zutaten,Nudelsorten",Veggie
Penne Rigate,"Zutaten,Nudelsorten",Veggie
Pennette,"Zutaten,Nudelsorten",Veggie
Pennette Rigate,"Zutaten,Nudelsorten",Veggie
Pepe bucato,"Zutaten,Nudelsorten",Veggie
Peperini,Zutaten,Veggie
Peperoni,"Zutaten,Pfeffer und Pfefferartige",Veggie
Perillakresse,Zutaten,Veggie
Perlhuhn,"Zutaten,Wildarten",Fleisch
Perlzwiebel,"Zutaten,Gewürze",Veggie
Persipan,Zutaten,Veggie
Pestiño,Zutaten,Veggie
Pesto,Zutaten,Veggie
Pétafine,"Zutaten,Weichkäsesorten,Käse aus Rhône-Alpes",Veggie
Petehbohne,"Zutaten,Gewürze",Veggie
Petersfisch,"Zutaten,Fischarten",Fisch
Petersilie,"Zutaten,Küchenkräuter",Veggie
Petit Bonsecours,"Zutaten,Belgischer Käse,Weichkäsesorten",Veggie
Petit-suisse,"Zutaten,Käse aus der Normandie und der Bretagne,Frischkäsesorten",Veggie
Pfannkuchen,Zutaten,Veggie
Pfannkuchenstreifen,Zutaten,Veggie
Pfeffer,"Zutaten,Pfeffer und Pfefferartige",Veggie
Pfeffer-Schinkenbraten,Zutaten,Veggie
Pfefferbeißer,"Zutaten,Rohwurstsorten",Fleisch
Pfefferminze,"Zutaten,Minzen,Pfeffer und Pfefferartige",Veggie
Pfefferminzlikör,"Zutaten,Gewürzliköre",Veggie
Pfefferminzschokolade,Zutaten,Veggie
Pfefferminzsirup,Zutaten,Veggie
Pfefferminztee,Zutaten,Veggie
Pferd,"Zutaten,Schlachttiere",Fleisch
Pfifferling,"Zutaten,Pilzsorten",Veggie
Pfirsich,"Zutaten,Steinobst",Veggie
Pfirsich-Fruchtsaftgetränk,"Zutaten,Fruchtgetränke",Veggie
Pfirsich-Nektar,"Zutaten,Fruchtgetränke",Veggie
Pfirsichbrand,Zutaten,Veggie
Pfirsichkompott,Zutaten,Veggie
Pfirsichlikör,"Zutaten,Fruchtliköre",Veggie
Pfirsichnektar,"Zutaten,Fruchtgetränke",Veggie
Pfirsichsaft,"Zutaten,Fruchtgetränke",Veggie
Pfirsichschorle,Zutaten,Veggie
Pfirsichsirup,Zutaten,Veggie
Pflaume,"Zutaten,Steinobst",Veggie
Pflaumen-Nektar,"Zutaten,Fruchtgetränke",Veggie
Pflaumen-Nektarine,Zutaten,Veggie
Pflaumenmarmelade,Zutaten,Veggie
Pflaumenmus,Zutaten,Veggie
Pflaumensaft,"Zutaten,Fruchtgetränke",Veggie
Pflaumensauce,Zutaten,Veggie
"Pflaumenwein, chinesisch",Zutaten,Veggie
Physalis,"Zutaten,Beerenfrüchtesorten",Veggie
Picandou,"Zutaten,Weichkäsesorten,Ziegenkäsesorten,Frischkäsesorten,Käse aus Westfrankreich",Veggie
Piccolini,"Zutaten,Nudelsorten",Veggie
Pici,"Zutaten,Nudelsorten",Veggie
Picodon,"Zutaten,Weichkäsesorten,Käse aus Rhône-Alpes",Veggie
Picón Bejes-Tresviso,"Zutaten,Blauschimmelkäsesorten,Schafskäsesorten,Ziegenkäsesorten",Veggie
Pide,"Zutaten,Brot",Veggie
Pierre Robert,"Zutaten,Weichkäsesorten,Käse aus der Île-de-France",Veggie
Piment,"Zutaten,Pfeffer und Pfefferartige",Veggie
Piment d'Espelette,"Zutaten,Chilisorten",Veggie
Pimientos de piquillo,Zutaten,Veggie
Pimm's No 1,Zutaten,Veggie
Pinienkern,"Zutaten,Gewürze",Veggie
Pink Grapefruit,Zutaten,Veggie
Pinkel,"Zutaten,Kochwurstsorten",Fleisch
Pintobohne,"Zutaten,Bohnensorten",Veggie
Pinzgauer Brüstlspeck,"Zutaten,Fleisch",Fleisch
Pipe Rigate,"Zutaten,Nudelsorten",Veggie
Pipette Rigate,"Zutaten,Nudelsorten",Veggie
Piri-piri,"Zutaten,Chilisorten",Veggie
Pisang Ambon,Zutaten,Veggie
Pisco,Zutaten,Veggie
Pistazie,"Zutaten,Gewürze,Steinobst",Veggie
Pistazienöl,"Zutaten,Pflanzliche Öle",Veggie
Pithiviers au foin,"Zutaten,Weichkäsesorten,Käse aus Mittelfrankreich",Veggie
Pizzakäse,Zutaten,Veggie
Pizzoccheri,"Zutaten,Nudelsorten",Veggie
Platte,Zutaten,Veggie
Plattfisch,"Zutaten,Fischarten",Fisch
Plockwurst,"Zutaten,Rohwurstsorten",Fleisch
Plunderteig,Zutaten,Veggie
Poffertjes,Zutaten,Veggie
Pojna enfumegada,"Zutaten,Südtiroler Käse,Reibekäsesorten",Veggie
Polnische,"Zutaten,Rohwurstsorten",Fleisch
Pomelo,"Zutaten,Zitrusfrüchte",Veggie
Pomeranze,"Zutaten,Zitrusfrüchte",Veggie
Pommes Frites,Zutaten,Veggie
Pont-l'Évêque,"Zutaten,Weichkäsesorten,Rotschmierkäsesorten,Käse aus der Normandie und der Bretagne",Veggie
Port Salut,"Zutaten,Schnittkäsesorten,Käse aus der Normandie und der Bretagne",Veggie
Porterhouse-Steak,"Zutaten,Rindfleischteile",Fleisch
Portulak,"Zutaten,Küchenkräuter,Salatsorten",Veggie
Postel Abdijkaas,"Zutaten,Hartkäsesorten,Schnittkäsesorten,Belgischer Käse",Veggie
Poularde,"Zutaten,Fleisch",Fleisch
Pouligny-Saint-Pierre,"Zutaten,Weichkäsesorten,Käse aus der Île-de-France",Veggie
Prager Schinken,"Zutaten,Fleisch",Fleisch
Praline,"Zutaten,Süßwaren",Veggie
Preiselbeere,Zutaten,Veggie
Preiselbeernektar,"Zutaten,Fruchtgetränke",Veggie
Preiselbeersaft,"Zutaten,Fruchtgetränke",Veggie
Preiselbeersirup,Zutaten,Veggie
Presswurst,"Zutaten,Brühwurstsorten",Fleisch
Prima Sprit,"Zutaten,Spirituosen",Veggie
Prime Rib-Steak,"Zutaten,Rindfleischteile",Fleisch
Princess,Zutaten,Veggie
Printe,Zutaten,Veggie
Provolone,"Zutaten,Käse aus Emilia-Romagna,Schnittkäsesorten,Filata-Käse,Hartkäsesorten,Venezianischer und Friauler Käse,Kalabrischer Käse",Veggie
Puddingpulver,Zutaten,Veggie
Puffreis,Zutaten,Veggie
Pul Biber,"Zutaten,Pfeffer und Pfefferartige",Veggie
Pumpernickel,Zutaten,Veggie
Puntalette,"Zutaten,Nudelsorten",Veggie
Purple Eyed Seedling,"Zutaten,Vorwiegend festkochend",Veggie
"Purpurpetersilie, japanisch","Zutaten,Küchenkräuter",Veggie
Pusztawürstel,"Zutaten,Fleisch",Fleisch
Putenbrust,"Zutaten,Fleisch",Fleisch
Putenfilet,"Zutaten,Fleisch",Fleisch
Putenhackfleisch,"Zutaten,Fleisch",Fleisch
Putenkeule,"Zutaten,Fleisch",Fleisch
Puy-Linse,"Zutaten,Linsensorten",Veggie
Quadretti,"Zutaten,Nudelsorten",Veggie
Quark,"Zutaten,Frischkäsesorten",Veggie
Quarta,"Zutaten,Vorwiegend festkochend",Veggie
Queijo de Azeitão,"Zutaten,Portugiesischer Käse,Schnittkäsesorten,Schafskäsesorten",Veggie
Queijo de cabra transmontana,"Zutaten,Portugiesischer Käse,Ziegenkäsesorten,Salzlakenkäse",Veggie
Queijo de São Jorge,"Zutaten,Portugiesischer Käse,Hartkäsesorten",Veggie
Queijo do Pico,"Zutaten,Portugiesischer Käse,Weichkäsesorten",Veggie
Queijo Serra da Estrela DOP,"Zutaten,Portugiesischer Käse,Schnittkäsesorten,Schafskäsesorten",Veggie
Queller,Zutaten,Veggie
Quendel,"Zutaten,Thymiane",Veggie
Querrippe,"Zutaten,Rindfleischteile",Fleisch
Queso Camerano,"Zutaten,Frischkäsesorten,Ziegenkäsesorten",Veggie
Queso Casín,"Zutaten,Käse aus Asturien",Veggie
Queso Cueva de Llonín,"Zutaten,Käse aus Asturien",Veggie
Queso Cuevas del Mar,"Zutaten,Käse aus Asturien,Schnittkäsesorten,Ziegenkäsesorten,Salzlakenkäse",Veggie
Queso de Abredo,"Zutaten,Käse aus Asturien,Salzlakenkäse",Veggie
Queso de Burgos,"Zutaten,Frischkäsesorten,Käse aus Kastilien und León",Veggie
Queso de Cabrales,"Zutaten,Blauschimmelkäsesorten,Schnittkäsesorten,Schafskäsesorten,Käse aus Asturien",Veggie
Queso de Collada,"Zutaten,Käse aus Asturien,Schnittkäsesorten,Ziegenkäsesorten",Veggie
Queso de El Carballo,"Zutaten,Käse aus Asturien,Weichkäsesorten",Veggie
Queso de Fuente,Zutaten,Veggie
Queso de Gamonéu,"Zutaten,Käse aus Asturien,Blauschimmelkäsesorten",Veggie
Queso de Genestoso,"Zutaten,Käse aus Asturien",Veggie
Queso de Jalón,"Zutaten,Käse aus Asturien",Veggie
Queso de La Peral,"Zutaten,Käse aus Asturien,Blauschimmelkäsesorten",Veggie
Queso de La Serena,"Zutaten,Käse aus der Extremadura,Schafskäsesorten,Schnittkäsesorten,Reibekäsesorten",Veggie
Queso de Los Beyos,"Zutaten,Käse aus Asturien",Veggie
Queso de Murcia,"Zutaten,Ziegenkäsesorten,Hartkäse",Veggie
Queso de Oscos,"Zutaten,Käse aus Asturien",Veggie
Queso de Pría,"Zutaten,Schnittkäsesorten,Käse aus Asturien,Salzlakenkäse",Veggie
Queso de Urbiés,"Zutaten,Käse aus Asturien",Veggie
Queso de Valdeón,"Zutaten,Blauschimmelkäsesorten,Käse aus Kastilien und León,Weichkäsesorten",Veggie
Queso de Villalón,"Zutaten,Schafskäsesorten,Käse aus Kastilien und León",Veggie
Queso del Alto Urgell y la Cerdaña,"Zutaten,Käse aus den Pyrenäen",Veggie
Queso del Valle del Narcea,"Zutaten,Käse aus Asturien",Veggie
Queso flor de Guía,"Zutaten,Kanarischer Käse,Schimmelkäsesorten,Weichkäsesorten",Veggie
Queso Gallego,"Zutaten,Käse aus Galicien",Veggie
Queso Majorero,"Zutaten,Ziegenkäsesorten,Schnittkäsesorten,Kanarischer Käse",Veggie
Queso Monje,"Zutaten,Käse aus Asturien,Blauschimmelkäsesorten,Weichkäsesorten,Ziegenkäsesorten",Veggie
Queso nata de Cantabria,"Zutaten,Frischkäsesorten,Salzlakenkäse",Veggie
Queso Ovín,"Zutaten,Käse aus Asturien,Ziegenkäsesorten,Schafskäsesorten,Salzlakenkäse",Veggie
Queso Palmero,"Zutaten,Ziegenkäsesorten,Hartkäsesorten,Kanarischer Käse",Veggie
Queso Payoyo,"Zutaten,Ziegenkäsesorten,Schafskäsesorten",Veggie
Queso Tetilla,"Zutaten,Käse aus Galicien,Schnittkäsesorten",Veggie
Queso Zamorano,"Zutaten,Hartkäsesorten,Schafskäsesorten,Käse aus Kastilien und León",Veggie
Quinoa,"Zutaten,Pseudogetreide",Veggie
Quitte,"Zutaten,Kernobst",Veggie
Quittenpaste (Membrillo),Zutaten,Veggie
Quittensaft,"Zutaten,Fruchtgetränke",Veggie
Raclette,"Zutaten,Schweizer Käse,Schnittkäsesorten",Veggie
Radicchio,"Zutaten,Salatsorten",Veggie
Radieschen,Zutaten,Veggie
Radieschensprosse,"Zutaten,Sprossenarten",Veggie
Ragusano,"Zutaten,Sizilianischer Käse,Filata-Käse,Reibekäsesorten,Schnittkäsesorten",Veggie
Raki,"Zutaten,Anisschnaps",Veggie
Ramazzotti,"Zutaten,Bitterliköre",Veggie
Rambutan,"Zutaten,Frischfrüchte",Veggie
Ramen-Nudel,"Zutaten,Asiatische Nudelsorten",Veggie
Ramice,"Zutaten,Deutscher Käse,Schnittkäsesorten",Veggie
Rangoon-Reis,"Zutaten,Reissorten",Veggie
Rapsöl,"Zutaten,Pflanzliche Öle",Veggie
Ras el-Hanout,"Zutaten,Gewürze",Veggie
Raspelschokolade,Zutaten,Veggie
Räßkäse,"Zutaten,Österreichischer Käse,Vorarlberger Käse",Veggie
Ratafia,"Zutaten,Fruchtliköre,Nussliköre",Veggie
Räucheraal,"Zutaten,Fisch",Fisch
Räucherfisch,"Zutaten,Fischerzeugnisse",Fisch
Räucherforelle,"Zutaten,Fischerzeugnisse",Fisch
Räucherlachs,"Zutaten,Fischerzeugnisse",Fisch
Räuchermakrele,"Zutaten,Fisch",Fisch
Räuchersaibling,"Zutaten,Fisch",Fisch
Räucherwurst,"Zutaten,Fleisch",Fleisch
Rauchkorn,Zutaten,Veggie
Rauchsalz,"Zutaten,Aromazutaten",Veggie
Rauke,"Zutaten,Salatsorten",Veggie
Raviggiolo,"Zutaten,Toskanischer Käse,Käse aus Emilia-Romagna,Ziegenkäsesorten,Schafskäsesorten,Frischkäsesorten,Weichkäsesorten",Veggie
Ravioli,"Zutaten,Nudelsorten",Veggie
Rebhuhn,"Zutaten,Wildarten",Fleisch
Reblec,"Zutaten,Käse aus dem Aostatal,Frischkäsesorten,Weichkäsesorten",Veggie
Reblochon,"Zutaten,Schnittkäsesorten,Rotschmierkäsesorten,Käse aus Rhône-Alpes",Veggie
Red Bull,Zutaten,Veggie
Red Delicious,"Zutaten,Apfelsorten",Veggie
Red Fantasy,"Zutaten,Vorwiegend festkochend",Veggie
Red Leicester,"Zutaten,Käse aus Großbritannien,Schnittkäsesorten",Veggie
Red Orange,Zutaten,Veggie
Red Snapper,"Zutaten,Fischarten",Fisch
Redykołka,"Zutaten,Hartkäsesorten,Polnischer Käse",Veggie
Regensburger,"Zutaten,Brühwurstsorten",Fleisch
Reginette,"Zutaten,Bandnudelsorten",Veggie
Reh,"Zutaten,Wildarten",Fleisch
Rehfilet,"Zutaten,Wildfleischteile",Fleisch
Rehnuss,"Zutaten,Wildfleischteile",Fleisch
Rehoberschale,"Zutaten,Wildfleischteile",Fleisch
Rehrücken,"Zutaten,Video,Wildfleischteile",Fleisch
Rehschnitzel,"Zutaten,Wildfleischteile",Fleisch
Rehschulter,"Zutaten,Wildfleischteile",Fleisch
Reines Pflanzenfett,"Zutaten,Pflanzliche Fette",Veggie
Reisessig,"Zutaten,Aromazutaten",Veggie
Reisessig mit Zitronengrasnote,Zutaten,Veggie
Reisfeldpflanze,"Zutaten,Küchenkräuter",Veggie
Reismehl,Zutaten,Veggie
Reisnudel,"Zutaten,Asiatische Nudelsorten",Veggie
Reispapier,Zutaten,Veggie
Reiswaffel,Zutaten,Veggie
Wein:Reiswein,Zutaten,Veggie
Remouillage,Zutaten,Veggie
Remouladensauce,"Zutaten,Fertige Gewürzsoßen",Veggie
Reneklode,"Zutaten,Steinobst",Veggie
Rettich,"Zutaten,Rübensorten",Veggie
Rettichsprosse,"Zutaten,Sprossenarten",Veggie
Rhabarber,"Zutaten,Sprossengemüse,Gemüsesorten",Veggie
Riccioli,"Zutaten,Nudelsorten",Veggie
Ricotta,"Zutaten,Frischkäsesorten,Ricotta",Veggie
Ricotta di Bufala Campana,"Zutaten,Frischkäsesorten,Käse aus Molise und Basilikata,Kampanischer Käse,Apulischer Käse,Käse aus Latium",Veggie
Ricotta di pecora,"Zutaten,Schafskäsesorten,Käse aus Emilia-Romagna,Sizilianischer Käse,Kalabrischer Käse",Veggie
Ricotta di vacca,Zutaten,Veggie
Ricotta piacentina,Zutaten,Veggie
Ricotta salata,"Zutaten,Schafskäsesorten",Veggie
Ricotta Salata,"Zutaten,Weichkäsesorten,Schafskäsesorten,Sardischer Käse",Veggie
Rieddeckel,"Zutaten,Rindfleischteile",Fleisch
Riedhüfel,"Zutaten,Fleisch",Fleisch
Riementang,"Zutaten,Küchenkräuter",Veggie
Riesenschirmpilz,"Zutaten,Pilzsorten",Veggie
Rigatoni,"Zutaten,Nudelsorten",Veggie
Rinderbacke,"Zutaten,Rindfleischteile",Fleisch
Rinderbraten,"Zutaten,Rindfleischteile",Fleisch
Rinderbrust,"Zutaten,Rindfleischteile",Fleisch
Rinderdarm,"Zutaten,Rindfleischteile",Fleisch
Rinderfilet,"Zutaten,Rindfleischteile",Fleisch
Rindergulasch,"Zutaten,Rindfleischteile",Fleisch
Rinderhackfleisch,"Zutaten,Rindfleischteile",Fleisch
Rinderhals,"Zutaten,Rindfleischteile",Fleisch
Rinderherz,"Zutaten,Rindfleischteile",Fleisch
Rinderhirn,"Zutaten,Rindfleischteile",Fleisch
Rinderhüfte,"Zutaten,Rindfleischteile",Fleisch
Rinderknochen,"Zutaten,Rindfleischteile",Fleisch
Rinderleber,"Zutaten,Rindfleischteile",Fleisch
Rindermark,"Zutaten,Rindfleischteile",Fleisch
Rindermilz,"Zutaten,Rindfleischteile",Fleisch
Rindernieren,"Zutaten,Rindfleischteile",Fleisch
Rindernierenfett,"Zutaten,Rindfleischteile",Fleisch
Rinderroulade,"Zutaten,Rindfleischteile",Fleisch
Rinderschulter,"Zutaten,Rindfleischteile",Fleisch
Rindersteak,"Zutaten,Rindfleischteile",Fleisch
Rinderwade,"Zutaten,Rindfleischteile",Fleisch
Rinderzunge,"Zutaten,Rindfleischteile",Fleisch
Rindfleisch,"Rindfleischteile,Zutaten",Fleisch
Rindsschale,"Zutaten,Rindfleischteile",Fleisch
Rindsschnitzel,"Zutaten,Fleisch",Fleisch
Ringelblume,"Zutaten,Küchenkräuter",Veggie
Risottoreis,"Zutaten,Reissorten",Veggie
Roastbeef,"Zutaten,Rindfleischteile",Fleisch
Robiola di Roccaverano,"Zutaten,Piemonteser Käse,Frischkäsesorten,Ziegenkäsesorten,Schafskäsesorten",Veggie
Rocamadour,"Zutaten,Weichkäsesorten,Ziegenkäsesorten,Käse aus den Pyrenäen",Veggie
Rocoto,"Zutaten,Chilisorten",Veggie
Rogen,"Zutaten,Fischerzeugnisse",Fisch
Roggen,"Zutaten,Getreidesorten",Veggie
Roggenbrot,"Zutaten,Brotsorten",Veggie
Roggenmehl,Zutaten,Veggie
Roggenmischbrot,Zutaten,Veggie
Röhren-Kassie,Zutaten,Veggie
Rohwurst,"Zutaten,Rohwurstsorten",Fleisch
Roiboostee,"Zutaten,Küchenkräuter",Veggie
Rokpol,"Zutaten,Blauschimmelkäsesorten,Weichkäsesorten,Polnischer Käse",Veggie
Rollmops,"Zutaten,Fisch",Fisch
Romadur,"Zutaten,Weichkäsesorten,Deutscher Käse,Belgischer Käse,Rotschmierkäsesorten",Veggie
Romanesco,"Zutaten,Kohlsorten",Veggie
Rombi,"Zutaten,Nudelsorten",Veggie
Römersalat,"Zutaten,Salatsorten",Veggie
Rommelkruid,Zutaten,Veggie
Roncal,"Zutaten,Käse aus den Pyrenäen,Hartkäsesorten,Reibekäsesorten,Schafskäsesorten",Veggie
Ronmiel,"Zutaten,Rum und Arrak",Veggie
Rookworst,"Zutaten,Rohwurstsorten",Fleisch
Roquefort,"Zutaten,Blauschimmelkäsesorten,Schafskäsesorten,Schnittkäsesorten,Käse aus Südfrankreich",Veggie
Rosa Pfefferkorn,"Zutaten,Pfeffer und Pfefferartige",Veggie
Rosa Tannenzapfen,"Zutaten,Festkochend",Veggie
Rosemarie,Zutaten,Veggie
Rosenkohl,"Zutaten,Kohlsorten,Video",Veggie
Rosenlikör,Zutaten,Veggie
Rosenwasser,"Zutaten,Pflanzenauszüge",Veggie
Rosine,"Zutaten,Gewürze",Veggie
Rosmarin,"Zutaten,Küchenkräuter",Veggie
